report date,Number recovered,Number of deaths,Cumulative number of cases,currently infected,time,population,random graph probability,susceptible,theta,alpha,gamma,country,R0,beta,delta,epsilon,theta fitted,recovered fitted,death fitted,susceptible fitted,infected fitted,graph type
2003-06-03,6.0,0.0,7.0,1.0,54,59900831.0,2.0044619657434442e-06,59900824.0,0.9999999990267272,3.4987225468352534e-05,2.4351972319758275e-05,France,1.0669080571866651,0.00029226746893566165,0.005827568413774504,0.02675281517286549,0.99999999935841,4,1,59900826,0,poisson
2003-06-04,6.0,0.0,7.0,1.0,55,59901469.0,2.0044619657434442e-06,59901462.0,0.999999999026748,3.4987225468352534e-05,2.4351972319758275e-05,France,1.0669080571866651,0.00029226746893566165,0.005827568413774504,0.02675281517286549,0.9999999993565012,4,1,59901464,0,poisson
2003-06-05,6.0,0.0,7.0,1.0,56,59902106.0,2.0044619657434442e-06,59902099.0,0.9999999990267688,3.4987225468352534e-05,2.4351972319758275e-05,France,1.0669080571866651,0.00029226746893566165,0.005827568413774504,0.02675281517286549,0.9999999993548824,4,1,59902101,0,poisson
2003-06-06,6.0,0.0,7.0,1.0,57,59902743.0,2.0044619657434442e-06,59902736.0,0.9999999990267894,3.4987225468352534e-05,2.4351972319758275e-05,France,1.0669080571866651,0.00029226746893566165,0.005827568413774504,0.02675281517286549,0.9999999993532588,4,1,59902738,0,poisson
2003-06-09,6.0,0.0,7.0,1.0,60,59904654.0,2.0044619657434442e-06,59904647.0,0.9999999990268514,3.4987225468352534e-05,2.4351972319758275e-05,France,1.0669080571866651,0.00029226746893566165,0.005827568413774504,0.02675281517286549,0.9999999993473876,4,1,59904649,0,poisson
2003-06-10,6.0,0.0,7.0,1.0,61,59905291.0,2.0044619657434442e-06,59905284.0,0.9999999990268722,3.4987225468352534e-05,2.4351972319758275e-05,France,1.0669080571866651,0.00029226746893566165,0.005827568413774504,0.02675281517286549,0.9999999993454092,4,1,59905286,0,poisson
2003-06-11,6.0,0.0,7.0,1.0,62,59905928.0,2.0044619657434442e-06,59905921.0,0.9999999990268928,3.4987225468352534e-05,2.4351972319758275e-05,France,1.0669080571866651,0.00029226746893566165,0.005827568413774504,0.02675281517286549,0.9999999993434184,4,1,59905923,0,poisson
2003-06-12,6.0,0.0,7.0,1.0,63,59906565.0,2.0044619657434442e-06,59906558.0,0.9999999990269136,3.4987225468352534e-05,2.4351972319758275e-05,France,1.0669080571866651,0.00029226746893566165,0.005827568413774504,0.02675281517286549,0.9999999993414156,4,1,59906560,0,poisson
2003-06-13,6.0,0.0,7.0,1.0,64,59907202.0,2.0044619657434442e-06,59907195.0,0.9999999990269344,3.4987225468352534e-05,2.4351972319758275e-05,France,1.0669080571866651,0.00029226746893566165,0.005827568413774504,0.02675281517286549,0.9999999993394,4,1,59907197,0,poisson
2003-06-16,6.0,0.0,7.0,1.0,67,59909114.0,2.0044619657434442e-06,59909107.0,0.9999999990269964,3.4987225468352534e-05,2.4351972319758275e-05,France,1.0669080571866651,0.00029226746893566165,0.005827568413774504,0.02675281517286549,0.9999999993332684,4,1,59909109,0,poisson
2003-06-17,6.0,0.0,7.0,1.0,68,59909751.0,2.0044619657434442e-06,59909744.0,0.9999999990270172,3.4987225468352534e-05,2.4351972319758275e-05,France,1.0669080571866651,0.00029226746893566165,0.005827568413774504,0.02675281517286549,0.9999999993312024,4,1,59909746,0,poisson
2003-06-18,6.0,0.0,7.0,1.0,69,59910388.0,2.0044619657434442e-06,59910381.0,0.9999999990270376,3.4987225468352534e-05,2.4351972319758275e-05,France,1.0669080571866651,0.00029226746893566165,0.005827568413774504,0.02675281517286549,0.9999999993291236,4,1,59910383,0,poisson
2003-06-19,6.0,0.0,7.0,1.0,70,59911025.0,2.0044619657434442e-06,59911018.0,0.9999999990270584,3.4987225468352534e-05,2.4351972319758275e-05,France,1.0669080571866651,0.00029226746893566165,0.005827568413774504,0.02675281517286549,0.9999999993274321,4,1,59911020,0,poisson
2003-06-20,6.0,0.0,7.0,1.0,71,59911662.0,2.0044619657434442e-06,59911655.0,0.9999999990270791,3.4987225468352534e-05,2.4351972319758275e-05,France,1.0669080571866651,0.00029226746893566165,0.005827568413774504,0.02675281517286549,0.9999999993253283,4,1,59911657,0,poisson
2003-06-23,6.0,0.0,7.0,1.0,74,59913574.0,2.0044619657434442e-06,59913567.0,0.9999999990271412,3.4987225468352534e-05,2.4351972319758275e-05,France,1.0669080571866651,0.00029226746893566165,0.005827568413774504,0.02675281517286549,0.9999999993202076,4,1,59913569,0,poisson
2003-06-24,6.0,0.0,7.0,1.0,75,59914211.0,2.0044619657434442e-06,59914204.0,0.9999999990271621,3.4987225468352534e-05,2.4351972319758275e-05,France,1.0669080571866651,0.00029226746893566165,0.005827568413774504,0.02675281517286549,0.9999999993180548,4,1,59914206,0,poisson
2003-06-25,6.0,0.0,7.0,1.0,76,59914848.0,2.0044619657434442e-06,59914841.0,0.9999999990271826,3.4987225468352534e-05,2.4351972319758275e-05,France,1.0669080571866651,0.00029226746893566165,0.005827568413774504,0.02675281517286549,0.9999999993158888,4,1,59914843,0,poisson
2003-06-26,6.0,0.0,7.0,1.0,77,59915486.0,2.0044619657434442e-06,59915479.0,0.9999999990272032,3.4987225468352534e-05,2.4351972319758275e-05,France,1.0669080571866651,0.00029226746893566165,0.005827568413774504,0.02675281517286549,0.9999999993137092,4,1,59915481,0,poisson
2003-06-27,6.0,0.0,7.0,1.0,78,59916123.0,2.0044619657434442e-06,59916116.0,0.9999999990272241,3.4987225468352534e-05,2.4351972319758275e-05,France,1.0669080571866651,0.00029226746893566165,0.005827568413774504,0.02675281517286549,0.9999999993115156,4,1,59916118,0,poisson
2003-06-30,6.0,0.0,7.0,1.0,81,59918034.0,2.0044619657434442e-06,59918027.0,0.999999999027286,3.4987225468352534e-05,2.4351972319758275e-05,France,1.0669080571866651,0.00029226746893566165,0.005827568413774504,0.02675281517286549,0.9999999993048381,4,1,59918029,0,poisson
2003-07-01,6.0,0.0,7.0,1.0,82,59918672.0,2.0044619657434442e-06,59918665.0,0.9999999990273069,3.4987225468352534e-05,2.4351972319758275e-05,France,1.0669080571866651,0.00029226746893566165,0.005827568413774504,0.02675281517286549,0.9999999993025888,4,1,59918667,0,poisson
2003-07-02,6.0,0.0,7.0,1.0,83,59919309.0,2.0044619657434442e-06,59919302.0,0.9999999990273276,3.4987225468352534e-05,2.4351972319758275e-05,France,1.0669080571866651,0.00029226746893566165,0.005827568413774504,0.02675281517286549,0.9999999993008272,4,1,59919304,0,poisson
2003-07-03,6.0,0.0,7.0,1.0,84,59919946.0,2.0044619657434442e-06,59919939.0,0.9999999990273482,3.4987225468352534e-05,2.4351972319758275e-05,France,1.0669080571866651,0.00029226746893566165,0.005827568413774504,0.02675281517286549,0.9999999992985512,4,1,59919941,0,poisson
2003-07-04,6.0,0.0,7.0,1.0,85,59920584.0,2.0044619657434442e-06,59920577.0,0.9999999990273688,3.4987225468352534e-05,2.4351972319758275e-05,France,1.0669080571866651,0.00029226746893566165,0.005827568413774504,0.02675281517286549,0.9999999992962604,4,1,59920579,0,poisson
2003-07-07,6.0,0.0,7.0,1.0,88,59922495.0,2.0044619657434442e-06,59922488.0,0.9999999990274308,3.4987225468352534e-05,2.4351972319758275e-05,France,1.0669080571866651,0.00029226746893566165,0.005827568413774504,0.02675281517286549,0.9999999992892842,5,1,59922490,0,poisson
2003-07-08,6.0,0.0,7.0,1.0,89,59923133.0,2.0044619657434442e-06,59923126.0,0.9999999990274516,3.4987225468352534e-05,2.4351972319758275e-05,France,1.0669080571866651,0.00029226746893566165,0.005827568413774504,0.02675281517286549,0.9999999992869351,5,1,59923128,0,poisson
2003-07-09,6.0,0.0,7.0,1.0,90,59923770.0,2.0044619657434442e-06,59923763.0,0.9999999990274724,3.4987225468352534e-05,2.4351972319758275e-05,France,1.0669080571866651,0.00029226746893566165,0.005827568413774504,0.02675281517286549,0.9999999992845708,5,1,59923765,0,poisson
2003-07-10,6.0,0.0,7.0,1.0,91,59924407.0,2.0044619657434442e-06,59924400.0,0.9999999990274928,3.4987225468352534e-05,2.4351972319758275e-05,France,1.0669080571866651,0.00029226746893566165,0.005827568413774504,0.02675281517286549,0.9999999992821916,5,1,59924402,0,poisson
2003-07-11,6.0,1.0,7.0,0.0,92,59925045.0,2.0044619657434442e-06,59925038.0,0.9999999990275136,3.4987225468352534e-05,2.4351972319758275e-05,France,1.0669080571866651,0.00029226746893566165,0.005827568413774504,0.02675281517286549,0.9999999992797328,5,1,59925040,0,poisson
2003-08-15,6.0,1.0,7.0,0.0,127,59947355.0,2.0044619657434442e-06,59947348.0,0.9999999990282372,3.4987225468352534e-05,2.4351972319758275e-05,France,1.0669080571866651,0.00029226746893566165,0.005827568413774504,0.02675281517286549,0.999999999180632,5,1,59947349,0,poisson
2003-04-10,0.0,0.0,4.0,4.0,0,59866440.0,0.0,59866436.0,0.9994224611660024,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224611660024,0,0,59866436,4,powerlaw
2003-04-11,0.0,0.0,5.0,5.0,1,59867077.0,0.0,59867072.0,0.999422460828374,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224611607054,0,0,59867073,4,powerlaw
2003-04-12,1.0,0.0,5.0,4.0,2,59867714.0,0.0,59867709.0,0.9994224608283976,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224611554428,0,0,59867710,4,powerlaw
2003-04-14,1.0,0.0,5.0,4.0,4,59868987.0,0.0,59868982.0,0.9994224608284336,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224611450164,0,0,59868983,4,powerlaw
2003-04-15,1.0,0.0,5.0,4.0,5,59869624.0,0.0,59869619.0,0.9994224608284636,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224611398508,1,0,59869620,3,powerlaw
2003-04-16,1.0,0.0,5.0,4.0,6,59870261.0,0.0,59870256.0,0.9994224608284744,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224611347156,1,0,59870257,3,powerlaw
2003-04-17,1.0,0.0,5.0,4.0,7,59870897.0,0.0,59870892.0,0.999422460828493,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224611296106,1,0,59870893,3,powerlaw
2003-04-18,1.0,0.0,5.0,4.0,8,59871534.0,0.0,59871529.0,0.9994224608285052,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224611245354,1,0,59871530,3,powerlaw
2003-04-19,1.0,0.0,5.0,4.0,9,59872171.0,0.0,59872166.0,0.9994224608285308,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224611194891,1,0,59872167,3,powerlaw
2003-04-21,1.0,0.0,5.0,4.0,11,59873444.0,0.0,59873439.0,0.999422460828566,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224611094766,1,0,59873440,3,powerlaw
2003-04-22,1.0,0.0,5.0,4.0,12,59874081.0,0.0,59874076.0,0.9994224608285728,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224611045144,1,0,59874077,3,powerlaw
2003-04-23,1.0,0.0,5.0,4.0,13,59874718.0,0.0,59874713.0,0.9994224608286076,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224610995798,1,0,59874714,2,powerlaw
2003-04-24,1.0,0.0,5.0,4.0,14,59875355.0,0.0,59875350.0,0.9994224608286192,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.999422461094672,2,0,59875351,2,powerlaw
2003-04-25,1.0,0.0,5.0,4.0,15,59875991.0,0.0,59875986.0,0.9994224608286172,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224610897912,2,0,59875987,2,powerlaw
2003-04-26,1.0,0.0,5.0,4.0,16,59876628.0,0.0,59876623.0,0.99942246082865,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224610849366,2,0,59876624,2,powerlaw
2003-04-28,1.0,0.0,5.0,4.0,18,59877902.0,0.0,59877897.0,0.999422460828668,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224610752991,2,0,59877898,2,powerlaw
2003-04-29,1.0,0.0,5.0,4.0,19,59878539.0,0.0,59878534.0,0.9994224608287068,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224610705218,2,0,59878535,2,powerlaw
2003-04-30,1.0,0.0,5.0,4.0,20,59879175.0,0.0,59879170.0,0.9994224608287178,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.99942246106577,2,0,59879171,2,powerlaw
2003-05-01,1.0,0.0,5.0,4.0,21,59879812.0,0.0,59879807.0,0.9994224608287462,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224610607592,2,0,59879808,2,powerlaw
2003-05-02,4.0,0.0,5.0,1.0,22,59880449.0,0.0,59880444.0,0.9994224608287644,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224610561164,2,1,59880445,2,powerlaw
2003-05-03,4.0,0.0,5.0,1.0,23,59881086.0,0.0,59881081.0,0.9994224608287784,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224610515008,2,1,59881082,2,powerlaw
2003-05-05,4.0,0.0,5.0,1.0,25,59882360.0,0.0,59882355.0,0.9994224608288091,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224610423535,2,1,59882356,1,powerlaw
2003-05-06,4.0,0.0,5.0,1.0,26,59882997.0,0.0,59882992.0,0.9994224608288304,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224610378176,2,1,59882993,1,powerlaw
2003-05-07,4.0,0.0,6.0,2.0,27,59883633.0,0.0,59883627.0,0.9994224604913132,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224610332852,2,1,59883629,1,powerlaw
2003-05-08,4.0,0.0,6.0,2.0,28,59884270.0,0.0,59884264.0,0.9994224604913275,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224610287772,3,1,59884266,1,powerlaw
2003-05-09,4.0,0.0,6.0,2.0,29,59884907.0,0.0,59884901.0,0.99942246049135,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224610242936,3,1,59884903,1,powerlaw
2003-05-10,4.0,0.0,7.0,3.0,30,59885544.0,0.0,59885537.0,0.9994224601538292,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.999422461019798,3,1,59885540,1,powerlaw
2003-05-12,4.0,0.0,7.0,3.0,32,59886818.0,0.0,59886811.0,0.9994224601538828,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224610108722,3,1,59886814,1,powerlaw
2003-05-13,4.0,0.0,7.0,3.0,33,59887455.0,0.0,59887448.0,0.999422460153908,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224610064446,3,1,59887451,1,powerlaw
2003-05-14,4.0,0.0,7.0,3.0,34,59888092.0,0.0,59888085.0,0.9994224601539399,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224610020396,3,1,59888088,1,powerlaw
2003-05-15,4.0,0.0,7.0,3.0,35,59888729.0,0.0,59888722.0,0.9994224601539478,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224609976566,3,1,59888724,1,powerlaw
2003-05-16,4.0,0.0,7.0,3.0,36,59889366.0,0.0,59889359.0,0.9994224601539976,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224609932956,3,1,59889361,1,powerlaw
2003-05-17,6.0,0.0,7.0,1.0,37,59890002.0,0.0,59889995.0,0.9994224601540233,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224609890332,3,1,59889997,1,powerlaw
2003-05-19,6.0,0.0,7.0,1.0,39,59891276.0,0.0,59891269.0,0.9994224601540608,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.999422460980583,3,1,59891271,1,powerlaw
2003-05-20,6.0,0.0,7.0,1.0,40,59891913.0,0.0,59891906.0,0.9994224601540836,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224609763888,3,1,59891908,1,powerlaw
2003-05-21,6.0,0.0,7.0,1.0,41,59892550.0,0.0,59892543.0,0.9994224601541092,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224609722168,3,1,59892545,1,powerlaw
2003-05-22,6.0,0.0,7.0,1.0,42,59893187.0,0.0,59893180.0,0.9994224601541404,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224609680664,3,1,59893182,1,powerlaw
2003-05-23,6.0,0.0,7.0,1.0,43,59893824.0,0.0,59893817.0,0.9994224601541704,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.999422460963938,3,1,59893819,1,powerlaw
2003-05-24,6.0,0.0,7.0,1.0,44,59894461.0,0.0,59894454.0,0.9994224601541968,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224609598308,3,1,59894456,1,powerlaw
2003-05-26,6.0,0.0,7.0,1.0,46,59895735.0,0.0,59895728.0,0.9994224601542336,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224609516859,3,1,59895730,0,powerlaw
2003-05-27,6.0,0.0,7.0,1.0,47,59896372.0,0.0,59896365.0,0.9994224601542596,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224609476416,3,1,59896367,0,powerlaw
2003-05-28,6.0,0.0,7.0,1.0,48,59897009.0,0.0,59897002.0,0.9994224601542882,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224609436176,3,1,59897004,0,powerlaw
2003-05-29,6.0,0.0,7.0,1.0,49,59897646.0,0.0,59897639.0,0.9994224601543072,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224609396136,3,1,59897641,0,powerlaw
2003-05-30,6.0,0.0,7.0,1.0,50,59898283.0,0.0,59898276.0,0.9994224601543488,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224609356296,4,1,59898278,0,powerlaw
2003-05-31,6.0,0.0,7.0,1.0,51,59898920.0,0.0,59898913.0,0.9994224601543662,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224609316652,4,1,59898915,0,powerlaw
2003-06-02,6.0,0.0,7.0,1.0,53,59900194.0,0.0,59900187.0,0.9994224601544092,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224609238026,4,1,59900189,0,powerlaw
2003-06-03,6.0,0.0,7.0,1.0,54,59900831.0,0.0,59900824.0,0.9994224601544441,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224609198964,4,1,59900826,0,powerlaw
2003-06-04,6.0,0.0,7.0,1.0,55,59901469.0,0.0,59901462.0,0.999422460154468,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224609160092,4,1,59901464,0,powerlaw
2003-06-05,6.0,0.0,7.0,1.0,56,59902106.0,0.0,59902099.0,0.9994224601544828,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224609121404,4,1,59902101,0,powerlaw
2003-06-06,6.0,0.0,7.0,1.0,57,59902743.0,0.0,59902736.0,0.999422460154504,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.99942246090829,4,1,59902738,0,powerlaw
2003-06-09,6.0,0.0,7.0,1.0,60,59904654.0,0.0,59904647.0,0.99942246015459,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224608968628,4,1,59904649,0,powerlaw
2003-06-10,6.0,0.0,7.0,1.0,61,59905291.0,0.0,59905284.0,0.9994224601546204,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.999422460893084,4,1,59905286,0,powerlaw
2003-06-11,6.0,0.0,7.0,1.0,62,59905928.0,0.0,59905921.0,0.9994224601546436,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224608893231,4,1,59905923,0,powerlaw
2003-06-12,6.0,0.0,7.0,1.0,63,59906565.0,0.0,59906558.0,0.9994224601546612,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224608855792,4,1,59906560,0,powerlaw
2003-06-13,6.0,0.0,7.0,1.0,64,59907202.0,0.0,59907195.0,0.9994224601546952,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224608818522,4,1,59907197,0,powerlaw
2003-06-16,6.0,0.0,7.0,1.0,67,59909114.0,0.0,59909107.0,0.9994224601547572,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.999422460870789,4,1,59909109,0,powerlaw
2003-06-17,6.0,0.0,7.0,1.0,68,59909751.0,0.0,59909744.0,0.9994224601547856,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224608671284,4,1,59909746,0,powerlaw
2003-06-18,6.0,0.0,7.0,1.0,69,59910388.0,0.0,59910381.0,0.9994224601548102,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224608634836,4,1,59910383,0,powerlaw
2003-06-19,6.0,0.0,7.0,1.0,70,59911025.0,0.0,59911018.0,0.9994224601548424,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224608598552,4,1,59911020,0,powerlaw
2003-06-20,6.0,0.0,7.0,1.0,71,59911662.0,0.0,59911655.0,0.9994224601548679,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224608562424,4,1,59911657,0,powerlaw
2003-06-23,6.0,0.0,7.0,1.0,74,59913574.0,0.0,59913567.0,0.9994224601549498,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224608455164,4,1,59913569,0,powerlaw
2003-06-24,6.0,0.0,7.0,1.0,75,59914211.0,0.0,59914204.0,0.9994224601549581,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.999422460841965,4,1,59914206,0,powerlaw
2003-06-25,6.0,0.0,7.0,1.0,76,59914848.0,0.0,59914841.0,0.9994224601549808,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224608384285,4,1,59914843,0,powerlaw
2003-06-26,6.0,0.0,7.0,1.0,77,59915486.0,0.0,59915479.0,0.99942246015502,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224608349064,4,1,59915481,0,powerlaw
2003-06-27,6.0,0.0,7.0,1.0,78,59916123.0,0.0,59916116.0,0.9994224601550444,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224608313992,4,1,59916118,0,powerlaw
2003-06-30,6.0,0.0,7.0,1.0,81,59918034.0,0.0,59918027.0,0.9994224601551258,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224608209852,4,1,59918029,0,powerlaw
2003-07-01,6.0,0.0,7.0,1.0,82,59918672.0,0.0,59918665.0,0.999422460155143,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224608175348,4,1,59918667,0,powerlaw
2003-07-02,6.0,0.0,7.0,1.0,83,59919309.0,0.0,59919302.0,0.9994224601551636,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224608140982,4,1,59919304,0,powerlaw
2003-07-03,6.0,0.0,7.0,1.0,84,59919946.0,0.0,59919939.0,0.9994224601551976,3.4987225468352534e-05,2.4351972319758275e-05,France,1.6338256490008205,0.0003026850641022125,0.005827568413774504,0.02675281517286549,0.9994224608106754,4,1,59919941,0,powerlaw
