0.3 beta,0.3 death fitted,0.3 delta,0.3 epsilon,0.3 infected fitted,0.3 recovered fitted,0.3 susceptible fitted,0.3 theta fitted,0.4 beta,0.4 death fitted,0.4 delta,0.4 epsilon,0.4 infected fitted,0.4 recovered fitted,0.4 susceptible fitted,0.4 theta fitted,0.5 beta,0.5 death fitted,0.5 delta,0.5 epsilon,0.5 infected fitted,0.5 recovered fitted,0.5 susceptible fitted,0.5 theta fitted,0.75 beta,0.75 death fitted,0.75 delta,0.75 epsilon,0.75 infected fitted,0.75 recovered fitted,0.75 susceptible fitted,0.75 theta fitted,0.9 beta,0.9 death fitted,0.9 delta,0.9 epsilon,0.9 infected fitted,0.9 recovered fitted,0.9 susceptible fitted,0.9 theta fitted,Cumulative number of cases,Number of deaths,Number recovered,alpha,country,currently infected,gamma,graph type,population,random graph probability,report date,susceptible,theta,time
5.246311784355337e-05,17.0,0.006778137178610399,1.1491252588579127e-06,58.0,22.0,31210709.0,1.0,5.146863032978969e-05,17.0,0.007396775511188272,1.0986130758459075e-06,56.0,22.0,31210710.0,1.0,5.119069535669001e-05,17.0,0.0076138562541973875,1.0711694501732669e-06,55.0,22.0,31210710.0,1.0,5.236111111111112e-05,18.0,0.00830025,1.0472222222222219e-06,54.0,22.0,31210711.0,1.0,5e-05,18.0,0.00837,1.05e-06,53.0,22.0,31210712.0,1.0,142.0,18.0,77.0,2.8739561684698604e-05,Canada,47.0,1.966816324361353e-05,poisson,31210805.0,3.845380456334503e-06,2003-04-26,31210663.0,0.9999999620911952,16
5.246311784355337e-05,17.0,0.006778137178610399,1.1491252588579127e-06,57.0,22.0,31211276.0,1.0,5.146863032978969e-05,18.0,0.007396775511188272,1.0986130758459075e-06,55.0,22.0,31211277.0,1.0,5.119069535669001e-05,18.0,0.0076138562541973875,1.0711694501732669e-06,54.0,22.0,31211277.0,1.0,5.236111111111112e-05,19.0,0.00830025,1.0472222222222219e-06,53.0,22.0,31211278.0,1.0,5e-05,19.0,0.00837,1.05e-06,52.0,22.0,31211279.0,1.0,142.0,18.0,77.0,2.8739561684698604e-05,Canada,47.0,1.966816324361353e-05,poisson,31211372.0,3.845380456334503e-06,2003-04-28,31211230.0,0.9999999620925726,18
5.246311784355337e-05,17.0,0.006778137178610399,1.1491252588579127e-06,57.0,22.0,31211559.0,1.0,5.146863032978969e-05,18.0,0.007396775511188272,1.0986130758459075e-06,55.0,22.0,31211560.0,1.0,5.119069535669001e-05,18.0,0.0076138562541973875,1.0711694501732669e-06,54.0,22.0,31211561.0,1.0,5.236111111111112e-05,19.0,0.00830025,1.0472222222222219e-06,52.0,22.0,31211562.0,1.0,5e-05,19.0,0.00837,1.05e-06,52.0,22.0,31211562.0,1.0,146.0,20.0,86.0,2.8739561684698604e-05,Canada,40.0,1.966816324361353e-05,poisson,31211655.0,3.845380456334503e-06,2003-04-29,31211509.0,0.999999961025462,19
5.246311784355337e-05,18.0,0.006778137178610399,1.1491252588579127e-06,56.0,22.0,31211842.0,1.0,5.146863032978969e-05,18.0,0.007396775511188272,1.0986130758459075e-06,54.0,22.0,31211843.0,1.0,5.119069535669001e-05,19.0,0.0076138562541973875,1.0711694501732669e-06,54.0,22.0,31211844.0,1.0,5.236111111111112e-05,20.0,0.00830025,1.0472222222222219e-06,52.0,22.0,31211845.0,1.0,5e-05,20.0,0.00837,1.05e-06,51.0,22.0,31211845.0,1.0,148.0,20.0,87.0,2.8739561684698604e-05,Canada,41.0,1.966816324361353e-05,poisson,31211938.0,3.845380456334503e-06,2003-04-30,31211790.0,0.9999999604922796,20
5.246311784355337e-05,18.0,0.006778137178610399,1.1491252588579127e-06,56.0,22.0,31212125.0,1.0,5.146863032978969e-05,19.0,0.007396775511188272,1.0986130758459075e-06,54.0,22.0,31212126.0,1.0,5.119069535669001e-05,19.0,0.0076138562541973875,1.0711694501732669e-06,53.0,22.0,31212127.0,1.0,5.236111111111112e-05,20.0,0.00830025,1.0472222222222219e-06,51.0,22.0,31212128.0,1.0,5e-05,20.0,0.00837,1.05e-06,50.0,22.0,31212129.0,1.0,147.0,20.0,87.0,2.8739561684698604e-05,Canada,40.0,1.966816324361353e-05,poisson,31212221.0,3.845380456334503e-06,2003-05-01,31212074.0,0.9999999607599356,21
5.246311784355337e-05,18.0,0.006778137178610399,1.1491252588579127e-06,56.0,22.0,31212408.0,1.0,5.146863032978969e-05,19.0,0.007396775511188272,1.0986130758459075e-06,53.0,22.0,31212410.0,1.0,5.119069535669001e-05,19.0,0.0076138562541973875,1.0711694501732669e-06,53.0,22.0,31212410.0,1.0,5.236111111111112e-05,20.0,0.00830025,1.0472222222222219e-06,51.0,22.0,31212411.0,1.0,5e-05,20.0,0.00837,1.05e-06,50.0,22.0,31212412.0,1.0,149.0,22.0,93.0,2.8739561684698604e-05,Canada,34.0,1.966816324361353e-05,poisson,31212504.0,3.845380456334503e-06,2003-05-02,31212355.0,0.9999999602267772,22
5.246311784355337e-05,18.0,0.006778137178610399,1.1491252588579127e-06,55.0,22.0,31212691.0,1.0,5.146863032978969e-05,19.0,0.007396775511188272,1.0986130758459075e-06,53.0,22.0,31212693.0,1.0,5.119069535669001e-05,20.0,0.0076138562541973875,1.0711694501732669e-06,52.0,22.0,31212693.0,1.0,5.236111111111112e-05,20.0,0.00830025,1.0472222222222219e-06,50.0,22.0,31212694.0,1.0,5e-05,20.0,0.00837,1.05e-06,49.0,22.0,31212695.0,1.0,149.0,22.0,94.0,2.8739561684698604e-05,Canada,33.0,1.966816324361353e-05,poisson,31212787.0,3.845380456334503e-06,2003-05-03,31212638.0,0.9999999602274984,23
5.246311784355337e-05,19.0,0.006778137178610399,1.1491252588579127e-06,55.0,22.0,31213258.0,1.0,5.146863032978969e-05,20.0,0.007396775511188272,1.0986130758459075e-06,52.0,22.0,31213260.0,1.0,5.119069535669001e-05,20.0,0.0076138562541973875,1.0711694501732669e-06,52.0,22.0,31213260.0,1.0,5.236111111111112e-05,21.0,0.00830025,1.0472222222222219e-06,49.0,22.0,31213262.0,1.0,5e-05,21.0,0.00837,1.05e-06,49.0,22.0,31213262.0,1.0,148.0,22.0,93.0,2.8739561684698604e-05,Canada,33.0,1.966816324361353e-05,poisson,31213354.0,3.845380456334503e-06,2003-05-05,31213206.0,0.999999960495864,25
5.246311784355337e-05,19.0,0.006778137178610399,1.1491252588579127e-06,55.0,22.0,31213541.0,1.0,5.146863032978969e-05,20.0,0.007396775511188272,1.0986130758459075e-06,52.0,22.0,31213543.0,1.0,5.119069535669001e-05,20.0,0.0076138562541973875,1.0711694501732669e-06,51.0,22.0,31213544.0,1.0,5.236111111111112e-05,21.0,0.00830025,1.0472222222222219e-06,49.0,22.0,31213545.0,1.0,5e-05,21.0,0.00837,1.05e-06,48.0,22.0,31213546.0,1.0,148.0,22.0,93.0,2.8739561684698604e-05,Canada,33.0,1.966816324361353e-05,poisson,31213637.0,3.845380456334503e-06,2003-05-06,31213489.0,0.9999999604965802,26
5.246311784355337e-05,19.0,0.006778137178610399,1.1491252588579127e-06,54.0,22.0,31213824.0,1.0,5.146863032978969e-05,20.0,0.007396775511188272,1.0986130758459075e-06,52.0,22.0,31213826.0,1.0,5.119069535669001e-05,21.0,0.0076138562541973875,1.0711694501732669e-06,51.0,22.0,31213827.0,1.0,5.236111111111112e-05,21.0,0.00830025,1.0472222222222219e-06,49.0,22.0,31213828.0,1.0,5e-05,22.0,0.00837,1.05e-06,48.0,22.0,31213829.0,1.0,146.0,22.0,93.0,2.8739561684698604e-05,Canada,31.0,1.966816324361353e-05,poisson,31213920.0,3.845380456334503e-06,2003-05-07,31213774.0,0.999999961031118,27
