0.3 beta,0.3 death fitted,0.3 delta,0.3 epsilon,0.3 infected fitted,0.3 recovered fitted,0.3 susceptible fitted,0.3 theta fitted,0.4 beta,0.4 death fitted,0.4 delta,0.4 epsilon,0.4 infected fitted,0.4 recovered fitted,0.4 susceptible fitted,0.4 theta fitted,0.5 beta,0.5 death fitted,0.5 delta,0.5 epsilon,0.5 infected fitted,0.5 recovered fitted,0.5 susceptible fitted,0.5 theta fitted,0.75 beta,0.75 death fitted,0.75 delta,0.75 epsilon,0.75 infected fitted,0.75 recovered fitted,0.75 susceptible fitted,0.75 theta fitted,0.9 beta,0.9 death fitted,0.9 delta,0.9 epsilon,0.9 infected fitted,0.9 recovered fitted,0.9 susceptible fitted,0.9 theta fitted,Cumulative number of cases,Number of deaths,Number recovered,alpha,country,currently infected,gamma,graph type,population,random graph probability,report date,susceptible,theta,time
9.233508740465395e-05,29.0,0.006778137178610399,1.1491252588579127e-06,207181.0,22.0,31018582.0,1.0,9.058478938042984e-05,31.0,0.007396775511188272,1.0986130758459075e-06,150695.0,22.0,31075067.0,1.0,9.00956238277744e-05,32.0,0.0076138562541973875,1.0711694501732669e-06,132376.0,22.0,31093385.0,1.0,8.48222222222222e-05,34.0,0.00830025,1.0472222222222219e-06,50858.0,22.0,31174901.0,1.0,8.8e-05,34.0,0.00837,1.05e-06,68032.0,22.0,31157728.0,1.0,246.0,33.0,176.0,2.8739561684698604e-05,Canada,37.0,1.966816324361353e-05,powerlaw,31225815.0,0.0,2003-06-18,31225569.0,0.9994223032713564,69
9.233508740465395e-05,30.0,0.006778137178610399,1.1491252588579127e-06,210363.0,22.0,31015683.0,1.0,9.058478938042984e-05,31.0,0.007396775511188272,1.0986130758459075e-06,152960.0,22.0,31073085.0,1.0,9.00956238277744e-05,32.0,0.0076138562541973875,1.0711694501732669e-06,134351.0,22.0,31091693.0,1.0,8.48222222222222e-05,34.0,0.00830025,1.0472222222222219e-06,51591.0,22.0,31174451.0,1.0,8.8e-05,34.0,0.00837,1.05e-06,69019.0,22.0,31157023.0,1.0,245.0,34.0,175.0,2.8739561684698604e-05,Canada,36.0,1.966816324361353e-05,powerlaw,31226098.0,0.0,2003-06-19,31225853.0,0.9994223039201472,70
9.233508740465395e-05,30.0,0.006778137178610399,1.1491252588579127e-06,213550.0,22.0,31012779.0,1.0,9.058478938042984e-05,32.0,0.007396775511188272,1.0986130758459075e-06,155227.0,22.0,31071101.0,1.0,9.00956238277744e-05,32.0,0.0076138562541973875,1.0711694501732669e-06,136327.0,22.0,31090000.0,1.0,8.48222222222222e-05,34.0,0.00830025,1.0472222222222219e-06,52324.0,22.0,31174001.0,1.0,8.8e-05,34.0,0.00837,1.05e-06,70006.0,22.0,31156318.0,1.0,245.0,34.0,180.0,2.8739561684698604e-05,Canada,31.0,1.966816324361353e-05,powerlaw,31226381.0,0.0,2003-06-20,31226136.0,0.999422303921577,71
9.233508740465395e-05,30.0,0.006778137178610399,1.1491252588579127e-06,223140.0,22.0,31004038.0,1.0,9.058478938042984e-05,32.0,0.007396775511188272,1.0986130758459075e-06,162041.0,22.0,31065136.0,1.0,9.00956238277744e-05,33.0,0.0076138562541973875,1.0711694501732669e-06,142265.0,22.0,31084911.0,1.0,8.48222222222222e-05,35.0,0.00830025,1.0472222222222219e-06,54522.0,22.0,31172652.0,1.0,8.8e-05,35.0,0.00837,1.05e-06,72969.0,22.0,31154205.0,1.0,246.0,35.0,182.0,2.8739561684698604e-05,Canada,29.0,1.966816324361353e-05,powerlaw,31227231.0,0.0,2003-06-23,31226985.0,0.999422303278586,74
9.233508740465395e-05,31.0,0.006778137178610399,1.1491252588579127e-06,226347.0,22.0,31001115.0,1.0,9.058478938042984e-05,32.0,0.007396775511188272,1.0986130758459075e-06,164317.0,22.0,31063143.0,1.0,9.00956238277744e-05,33.0,0.0076138562541973875,1.0711694501732669e-06,144248.0,22.0,31083211.0,1.0,8.48222222222222e-05,35.0,0.00830025,1.0472222222222219e-06,55255.0,22.0,31172202.0,1.0,8.8e-05,35.0,0.00837,1.05e-06,73956.0,22.0,31153500.0,1.0,249.0,37.0,188.0,2.8739561684698604e-05,Canada,24.0,1.966816324361353e-05,powerlaw,31227514.0,0.0,2003-06-24,31227265.0,0.9994223013380876,75
9.233508740465395e-05,31.0,0.006778137178610399,1.1491252588579127e-06,229558.0,22.0,30998186.0,1.0,9.058478938042984e-05,33.0,0.007396775511188272,1.0986130758459075e-06,166595.0,22.0,31061148.0,1.0,9.00956238277744e-05,33.0,0.0076138562541973875,1.0711694501732669e-06,146231.0,22.0,31081510.0,1.0,8.48222222222222e-05,35.0,0.00830025,1.0472222222222219e-06,55987.0,22.0,31171752.0,1.0,8.8e-05,36.0,0.00837,1.05e-06,74944.0,22.0,31152796.0,1.0,250.0,37.0,188.0,2.8739561684698604e-05,Canada,25.0,1.966816324361353e-05,powerlaw,31227797.0,0.0,2003-06-25,31227547.0,0.9994223006922356,76
9.233508740465395e-05,31.0,0.006778137178610399,1.1491252588579127e-06,232774.0,22.0,30995254.0,1.0,9.058478938042984e-05,33.0,0.007396775511188272,1.0986130758459075e-06,168875.0,22.0,31059152.0,1.0,9.00956238277744e-05,33.0,0.0076138562541973875,1.0711694501732669e-06,148217.0,22.0,31079809.0,1.0,8.48222222222222e-05,36.0,0.00830025,1.0472222222222219e-06,56719.0,22.0,31171304.0,1.0,8.8e-05,36.0,0.00837,1.05e-06,75931.0,22.0,31152092.0,1.0,251.0,37.0,190.0,2.8739561684698604e-05,Canada,24.0,1.966816324361353e-05,powerlaw,31228081.0,0.0,2003-06-26,31227830.0,0.9994223000464221,77
9.233508740465395e-05,31.0,0.006778137178610399,1.1491252588579127e-06,235995.0,22.0,30992316.0,1.0,9.058478938042984e-05,33.0,0.007396775511188272,1.0986130758459075e-06,171157.0,22.0,31057152.0,1.0,9.00956238277744e-05,34.0,0.0076138562541973875,1.0711694501732669e-06,150204.0,22.0,31078105.0,1.0,8.48222222222222e-05,36.0,0.00830025,1.0472222222222219e-06,57452.0,22.0,31170855.0,1.0,8.8e-05,36.0,0.00837,1.05e-06,76919.0,22.0,31151387.0,1.0,251.0,37.0,191.0,2.8739561684698604e-05,Canada,23.0,1.966816324361353e-05,powerlaw,31228364.0,0.0,2003-06-27,31228113.0,0.9994223000478836,78
9.233508740465395e-05,31.0,0.006778137178610399,1.1491252588579127e-06,245687.0,22.0,30983474.0,1.0,9.058478938042984e-05,33.0,0.007396775511188272,1.0986130758459075e-06,178016.0,22.0,31051143.0,1.0,9.00956238277744e-05,34.0,0.0076138562541973875,1.0711694501732669e-06,156172.0,22.0,31072985.0,1.0,8.48222222222222e-05,36.0,0.00830025,1.0472222222222219e-06,59647.0,22.0,31169508.0,1.0,8.8e-05,37.0,0.00837,1.05e-06,79882.0,22.0,31149274.0,1.0,252.0,37.0,192.0,2.8739561684698604e-05,Canada,23.0,1.966816324361353e-05,powerlaw,31229214.0,0.0,2003-06-30,31228962.0,0.9994222994050328,81
9.233508740465395e-05,32.0,0.006778137178610399,1.1491252588579127e-06,248927.0,22.0,30980516.0,1.0,9.058478938042984e-05,34.0,0.007396775511188272,1.0986130758459075e-06,180306.0,22.0,31049135.0,1.0,9.00956238277744e-05,34.0,0.0076138562541973875,1.0711694501732669e-06,158165.0,22.0,31071276.0,1.0,8.48222222222222e-05,36.0,0.00830025,1.0472222222222219e-06,60379.0,22.0,31169059.0,1.0,8.8e-05,37.0,0.00837,1.05e-06,80870.0,22.0,31148569.0,1.0,252.0,38.0,192.0,2.8739561684698604e-05,Canada,22.0,1.966816324361353e-05,powerlaw,31229497.0,0.0,2003-07-01,31229245.0,0.9994222994065112,82
9.233508740465395e-05,32.0,0.006778137178610399,1.1491252588579127e-06,252172.0,22.0,30977554.0,1.0,9.058478938042984e-05,34.0,0.007396775511188272,1.0986130758459075e-06,182599.0,22.0,31047125.0,1.0,9.00956238277744e-05,34.0,0.0076138562541973875,1.0711694501732669e-06,160159.0,22.0,31069564.0,1.0,8.48222222222222e-05,37.0,0.00830025,1.0472222222222219e-06,61111.0,22.0,31168611.0,1.0,8.8e-05,37.0,0.00837,1.05e-06,81857.0,22.0,31147864.0,1.0,252.0,38.0,192.0,2.8739561684698604e-05,Canada,22.0,1.966816324361353e-05,powerlaw,31229780.0,0.0,2003-07-02,31229528.0,0.9994222994079768,83
9.233508740465395e-05,32.0,0.006778137178610399,1.1491252588579127e-06,255422.0,22.0,30974588.0,1.0,9.058478938042984e-05,34.0,0.007396775511188272,1.0986130758459075e-06,184893.0,22.0,31045115.0,1.0,9.00956238277744e-05,35.0,0.0076138562541973875,1.0711694501732669e-06,162155.0,22.0,31067853.0,1.0,8.48222222222222e-05,37.0,0.00830025,1.0472222222222219e-06,61842.0,22.0,31168163.0,1.0,8.8e-05,37.0,0.00837,1.05e-06,82845.0,22.0,31147160.0,1.0,251.0,38.0,193.0,2.8739561684698604e-05,Canada,20.0,1.966816324361353e-05,powerlaw,31230064.0,0.0,2003-07-03,31229813.0,0.9994223000567348,84
9.233508740465395e-05,32.0,0.006778137178610399,1.1491252588579127e-06,258676.0,22.0,30971617.0,1.0,9.058478938042984e-05,34.0,0.007396775511188272,1.0986130758459075e-06,187190.0,22.0,31043101.0,1.0,9.00956238277744e-05,35.0,0.0076138562541973875,1.0711694501732669e-06,164151.0,22.0,31066139.0,1.0,8.48222222222222e-05,37.0,0.00830025,1.0472222222222219e-06,62573.0,22.0,31167715.0,1.0,8.8e-05,37.0,0.00837,1.05e-06,83833.0,22.0,31146455.0,1.0,251.0,38.0,193.0,2.8739561684698604e-05,Canada,20.0,1.966816324361353e-05,powerlaw,31230347.0,0.0,2003-07-04,31230096.0,0.9994223000582102,85
9.233508740465395e-05,32.0,0.006778137178610399,1.1491252588579127e-06,268468.0,22.0,30962675.0,1.0,9.058478938042984e-05,35.0,0.007396775511188272,1.0986130758459075e-06,194093.0,22.0,31037048.0,1.0,9.00956238277744e-05,35.0,0.0076138562541973875,1.0711694501732669e-06,170150.0,22.0,31060990.0,1.0,8.48222222222222e-05,37.0,0.00830025,1.0472222222222219e-06,64767.0,22.0,31166371.0,1.0,8.8e-05,38.0,0.00837,1.05e-06,86796.0,22.0,31144342.0,1.0,251.0,38.0,193.0,2.8739561684698604e-05,Canada,20.0,1.966816324361353e-05,powerlaw,31231197.0,0.0,2003-07-07,31230946.0,0.9994223000626256,88
9.233508740465395e-05,33.0,0.006778137178610399,1.1491252588579127e-06,271741.0,22.0,30959685.0,1.0,9.058478938042984e-05,35.0,0.007396775511188272,1.0986130758459075e-06,196398.0,22.0,31035026.0,1.0,9.00956238277744e-05,35.0,0.0076138562541973875,1.0711694501732669e-06,172153.0,22.0,31059270.0,1.0,8.48222222222222e-05,38.0,0.00830025,1.0472222222222219e-06,65498.0,22.0,31165923.0,1.0,8.8e-05,38.0,0.00837,1.05e-06,87783.0,22.0,31143637.0,1.0,250.0,38.0,194.0,2.8739561684698604e-05,Canada,18.0,1.966816324361353e-05,powerlaw,31231480.0,0.0,2003-07-08,31231230.0,0.9994223007113232,89
9.233508740465395e-05,33.0,0.006778137178610399,1.1491252588579127e-06,275019.0,22.0,30956691.0,1.0,9.058478938042984e-05,35.0,0.007396775511188272,1.0986130758459075e-06,198705.0,22.0,31033002.0,1.0,9.00956238277744e-05,35.0,0.0076138562541973875,1.0711694501732669e-06,174157.0,22.0,31057550.0,1.0,8.48222222222222e-05,38.0,0.00830025,1.0472222222222219e-06,66228.0,22.0,31165476.0,1.0,8.8e-05,38.0,0.00837,1.05e-06,88771.0,22.0,31142933.0,1.0,249.0,38.0,193.0,2.8739561684698604e-05,Canada,18.0,1.966816324361353e-05,powerlaw,31231764.0,0.0,2003-07-09,31231515.0,0.9994223013600207,90
9.233508740465395e-05,33.0,0.006778137178610399,1.1491252588579127e-06,278301.0,22.0,30953691.0,1.0,9.058478938042984e-05,35.0,0.007396775511188272,1.0986130758459075e-06,201014.0,22.0,31030976.0,1.0,9.00956238277744e-05,36.0,0.0076138562541973875,1.0711694501732669e-06,176162.0,22.0,31055828.0,1.0,8.48222222222222e-05,38.0,0.00830025,1.0472222222222219e-06,66959.0,22.0,31165028.0,1.0,8.8e-05,38.0,0.00837,1.05e-06,89759.0,22.0,31142228.0,1.0,250.0,38.0,194.0,2.8739561684698604e-05,Canada,18.0,1.966816324361353e-05,powerlaw,31232047.0,0.0,2003-07-10,31231797.0,0.9994223007142596,91
9.233508740465395e-05,33.0,0.006778137178610399,1.1491252588579127e-06,281588.0,22.0,30950687.0,1.0,9.058478938042984e-05,35.0,0.007396775511188272,1.0986130758459075e-06,203325.0,22.0,31028948.0,1.0,9.00956238277744e-05,36.0,0.0076138562541973875,1.0711694501732669e-06,178168.0,22.0,31054104.0,1.0,8.48222222222222e-05,38.0,0.00830025,1.0472222222222219e-06,67689.0,22.0,31164581.0,1.0,8.8e-05,38.0,0.00837,1.05e-06,90746.0,22.0,31141523.0,1.0,250.0,38.0,194.0,2.8739561684698604e-05,Canada,18.0,1.966816324361353e-05,powerlaw,31232330.0,0.0,2003-07-11,31232080.0,0.9994223007157336,92
9.233508740465395e-05,35.0,0.006778137178610399,1.1491252588579127e-06,399433.0,22.0,30842758.0,1.0,9.058478938042984e-05,38.0,0.007396775511188272,1.0986130758459075e-06,285403.0,22.0,30956786.0,1.0,9.00956238277744e-05,38.0,0.0076138562541973875,1.0711694501732669e-06,249202.0,22.0,30992985.0,1.0,8.48222222222222e-05,41.0,0.00830025,1.0472222222222219e-06,93160.0,22.0,31149025.0,1.0,8.8e-05,41.0,0.00837,1.05e-06,125286.0,22.0,31116898.0,1.0,251.0,41.0,200.0,2.8739561684698604e-05,Canada,10.0,1.966816324361353e-05,powerlaw,31242248.0,0.0,2003-08-15,31241997.0,0.9994223001200874,127
0.0003108575089636196,0.0,0.007689483754519879,0.017752176241578675,4.0,0.0,59866436.0,1.0,0.00030770190659430263,0.0,0.007633283178295692,0.01978671065621877,4.0,0.0,59866436.0,1.0,0.0003038025820699782,0.0,0.0075339971439477285,0.021439917782695838,4.0,0.0,59866436.0,1.0,0.00029135710821840864,0.0,0.007326108877372225,0.024692340254331417,4.0,0.0,59866436.0,1.0,0.0002916206584052606,0.0,0.007347224157177226,0.026035225816343897,4.0,0.0,59866436.0,1.0,4.0,0.0,0.0,3.4987225468352534e-05,France,4.0,2.4351972319758275e-05,poisson,59866440.0,2.0044619657434442e-06,2003-04-10,59866436.0,0.999999999443205,0
0.0003108575089636196,0.0,0.007689483754519879,0.017752176241578675,4.0,0.0,59867073.0,1.0,0.00030770190659430263,0.0,0.007633283178295692,0.01978671065621877,4.0,0.0,59867073.0,1.0,0.0003038025820699782,0.0,0.0075339971439477285,0.021439917782695838,4.0,0.0,59867073.0,1.0,0.00029135710821840864,0.0,0.007326108877372225,0.024692340254331417,4.0,0.0,59867073.0,1.0,0.0002916206584052606,0.0,0.007347224157177226,0.026035225816343897,4.0,0.0,59867073.0,1.0,5.0,0.0,0.0,3.4987225468352534e-05,France,5.0,2.4351972319758275e-05,poisson,59867077.0,2.0044619657434442e-06,2003-04-11,59867072.0,0.9999999993040212,1
0.0003108575089636196,0.0,0.007689483754519879,0.017752176241578675,4.0,0.0,59867710.0,1.0,0.00030770190659430263,0.0,0.007633283178295692,0.01978671065621877,4.0,0.0,59867710.0,1.0,0.0003038025820699782,0.0,0.0075339971439477285,0.021439917782695838,4.0,0.0,59867710.0,1.0,0.00029135710821840864,0.0,0.007326108877372225,0.024692340254331417,4.0,0.0,59867710.0,1.0,0.0002916206584052606,0.0,0.007347224157177226,0.026035225816343897,4.0,0.0,59867710.0,1.0,5.0,0.0,1.0,3.4987225468352534e-05,France,4.0,2.4351972319758275e-05,poisson,59867714.0,2.0044619657434442e-06,2003-04-12,59867709.0,0.9999999993040358,2
0.0003108575089636196,0.0,0.007689483754519879,0.017752176241578675,4.0,0.0,59868983.0,1.0,0.00030770190659430263,0.0,0.007633283178295692,0.01978671065621877,4.0,0.0,59868983.0,1.0,0.0003038025820699782,0.0,0.0075339971439477285,0.021439917782695838,4.0,0.0,59868983.0,1.0,0.00029135710821840864,0.0,0.007326108877372225,0.024692340254331417,4.0,0.0,59868983.0,1.0,0.0002916206584052606,0.0,0.007347224157177226,0.026035225816343897,3.0,0.0,59868983.0,1.0,5.0,0.0,1.0,3.4987225468352534e-05,France,4.0,2.4351972319758275e-05,poisson,59868987.0,2.0044619657434442e-06,2003-04-14,59868982.0,0.9999999993040656,4
0.0003108575089636196,0.0,0.007689483754519879,0.017752176241578675,4.0,0.0,59869620.0,1.0,0.00030770190659430263,0.0,0.007633283178295692,0.01978671065621877,4.0,0.0,59869620.0,1.0,0.0003038025820699782,0.0,0.0075339971439477285,0.021439917782695838,4.0,0.0,59869620.0,1.0,0.00029135710821840864,0.0,0.007326108877372225,0.024692340254331417,3.0,1.0,59869620.0,1.0,0.0002916206584052606,0.0,0.007347224157177226,0.026035225816343897,3.0,1.0,59869620.0,1.0,5.0,0.0,1.0,3.4987225468352534e-05,France,4.0,2.4351972319758275e-05,poisson,59869624.0,2.0044619657434442e-06,2003-04-15,59869619.0,0.9999999993040802,5
0.0003108575089636196,0.0,0.007689483754519879,0.017752176241578675,4.0,0.0,59870257.0,1.0,0.00030770190659430263,0.0,0.007633283178295692,0.01978671065621877,4.0,0.0,59870257.0,1.0,0.0003038025820699782,0.0,0.0075339971439477285,0.021439917782695838,3.0,1.0,59870257.0,1.0,0.00029135710821840864,0.0,0.007326108877372225,0.024692340254331417,3.0,1.0,59870257.0,1.0,0.0002916206584052606,0.0,0.007347224157177226,0.026035225816343897,3.0,1.0,59870257.0,1.0,5.0,0.0,1.0,3.4987225468352534e-05,France,4.0,2.4351972319758275e-05,poisson,59870261.0,2.0044619657434442e-06,2003-04-16,59870256.0,0.9999999993040952,6
0.0003108575089636196,0.0,0.007689483754519879,0.017752176241578675,4.0,1.0,59870893.0,1.0,0.00030770190659430263,0.0,0.007633283178295692,0.01978671065621877,3.0,1.0,59870893.0,1.0,0.0003038025820699782,0.0,0.0075339971439477285,0.021439917782695838,3.0,1.0,59870893.0,1.0,0.00029135710821840864,0.0,0.007326108877372225,0.024692340254331417,3.0,1.0,59870893.0,1.0,0.0002916206584052606,0.0,0.007347224157177226,0.026035225816343897,3.0,1.0,59870893.0,1.0,5.0,0.0,1.0,3.4987225468352534e-05,France,4.0,2.4351972319758275e-05,poisson,59870897.0,2.0044619657434442e-06,2003-04-17,59870892.0,0.99999999930411,7
0.0003108575089636196,0.0,0.007689483754519879,0.017752176241578675,4.0,1.0,59871530.0,1.0,0.00030770190659430263,0.0,0.007633283178295692,0.01978671065621877,3.0,1.0,59871530.0,1.0,0.0003038025820699782,0.0,0.0075339971439477285,0.021439917782695838,3.0,1.0,59871530.0,1.0,0.00029135710821840864,0.0,0.007326108877372225,0.024692340254331417,3.0,1.0,59871530.0,1.0,0.0002916206584052606,0.0,0.007347224157177226,0.026035225816343897,3.0,1.0,59871530.0,1.0,5.0,0.0,1.0,3.4987225468352534e-05,France,4.0,2.4351972319758275e-05,poisson,59871534.0,2.0044619657434442e-06,2003-04-18,59871529.0,0.9999999993041246,8
0.0003108575089636196,0.0,0.007689483754519879,0.017752176241578675,4.0,1.0,59872167.0,1.0,0.00030770190659430263,0.0,0.007633283178295692,0.01978671065621877,3.0,1.0,59872167.0,1.0,0.0003038025820699782,0.0,0.0075339971439477285,0.021439917782695838,3.0,1.0,59872167.0,1.0,0.00029135710821840864,0.0,0.007326108877372225,0.024692340254331417,3.0,1.0,59872167.0,1.0,0.0002916206584052606,0.0,0.007347224157177226,0.026035225816343897,3.0,1.0,59872167.0,1.0,5.0,0.0,1.0,3.4987225468352534e-05,France,4.0,2.4351972319758275e-05,poisson,59872171.0,2.0044619657434442e-06,2003-04-19,59872166.0,0.9999999993041396,9
0.0003108575089636196,0.0,0.007689483754519879,0.017752176241578675,3.0,1.0,59873439.0,1.0,0.00030770190659430263,0.0,0.007633283178295692,0.01978671065621877,3.0,1.0,59873440.0,1.0,0.0003038025820699782,0.0,0.0075339971439477285,0.021439917782695838,3.0,1.0,59873440.0,1.0,0.00029135710821840864,0.0,0.007326108877372225,0.024692340254331417,3.0,1.0,59873440.0,1.0,0.0002916206584052606,0.0,0.007347224157177226,0.026035225816343897,3.0,1.0,59873440.0,1.0,5.0,0.0,1.0,3.4987225468352534e-05,France,4.0,2.4351972319758275e-05,poisson,59873444.0,2.0044619657434442e-06,2003-04-21,59873439.0,0.9999999993041692,11
0.0003108575089636196,0.0,0.007689483754519879,0.017752176241578675,3.0,1.0,59874076.0,1.0,0.00030770190659430263,0.0,0.007633283178295692,0.01978671065621877,3.0,1.0,59874076.0,1.0,0.0003038025820699782,0.0,0.0075339971439477285,0.021439917782695838,3.0,1.0,59874077.0,1.0,0.00029135710821840864,0.0,0.007326108877372225,0.024692340254331417,3.0,1.0,59874077.0,1.0,0.0002916206584052606,0.0,0.007347224157177226,0.026035225816343897,2.0,1.0,59874077.0,1.0,5.0,0.0,1.0,3.4987225468352534e-05,France,4.0,2.4351972319758275e-05,poisson,59874081.0,2.0044619657434442e-06,2003-04-22,59874076.0,0.999999999304184,12
0.0003108575089636196,0.0,0.007689483754519879,0.017752176241578675,3.0,1.0,59874713.0,1.0,0.00030770190659430263,0.0,0.007633283178295692,0.01978671065621877,3.0,1.0,59874713.0,1.0,0.0003038025820699782,0.0,0.0075339971439477285,0.021439917782695838,3.0,1.0,59874714.0,1.0,0.00029135710821840864,0.0,0.007326108877372225,0.024692340254331417,2.0,1.0,59874714.0,1.0,0.0002916206584052606,0.0,0.007347224157177226,0.026035225816343897,2.0,1.0,59874714.0,1.0,5.0,0.0,1.0,3.4987225468352534e-05,France,4.0,2.4351972319758275e-05,poisson,59874718.0,2.0044619657434442e-06,2003-04-23,59874713.0,0.9999999993041988,13
0.0003108575089636196,0.0,0.007689483754519879,0.017752176241578675,3.0,1.0,59875350.0,1.0,0.00030770190659430263,0.0,0.007633283178295692,0.01978671065621877,3.0,1.0,59875350.0,1.0,0.0003038025820699782,0.0,0.0075339971439477285,0.021439917782695838,3.0,1.0,59875351.0,1.0,0.00029135710821840864,0.0,0.007326108877372225,0.024692340254331417,2.0,1.0,59875351.0,1.0,0.0002916206584052606,0.0,0.007347224157177226,0.026035225816343897,2.0,1.0,59875351.0,1.0,5.0,0.0,1.0,3.4987225468352534e-05,France,4.0,2.4351972319758275e-05,poisson,59875355.0,2.0044619657434442e-06,2003-04-24,59875350.0,0.9999999993042136,14
0.0003108575089636196,0.0,0.007689483754519879,0.017752176241578675,3.0,1.0,59875986.0,1.0,0.00030770190659430263,0.0,0.007633283178295692,0.01978671065621877,3.0,1.0,59875986.0,1.0,0.0003038025820699782,0.0,0.0075339971439477285,0.021439917782695838,3.0,1.0,59875987.0,1.0,0.00029135710821840864,0.0,0.007326108877372225,0.024692340254331417,2.0,2.0,59875987.0,1.0,0.0002916206584052606,0.0,0.007347224157177226,0.026035225816343897,2.0,2.0,59875987.0,1.0,5.0,0.0,1.0,3.4987225468352534e-05,France,4.0,2.4351972319758275e-05,poisson,59875991.0,2.0044619657434442e-06,2003-04-25,59875986.0,0.9999999993042282,15
0.0003108575089636196,0.0,0.007689483754519879,0.017752176241578675,3.0,1.0,59876623.0,1.0,0.00030770190659430263,0.0,0.007633283178295692,0.01978671065621877,3.0,1.0,59876623.0,1.0,0.0003038025820699782,0.0,0.0075339971439477285,0.021439917782695838,3.0,1.0,59876623.0,1.0,0.00029135710821840864,0.0,0.007326108877372225,0.024692340254331417,2.0,2.0,59876624.0,1.0,0.0002916206584052606,0.0,0.007347224157177226,0.026035225816343897,2.0,2.0,59876624.0,1.0,5.0,0.0,1.0,3.4987225468352534e-05,France,4.0,2.4351972319758275e-05,poisson,59876628.0,2.0044619657434442e-06,2003-04-26,59876623.0,0.9999999993042432,16
0.0003108575089636196,1.0,0.007689483754519879,0.017752176241578675,3.0,1.0,59877897.0,1.0,0.00030770190659430263,1.0,0.007633283178295692,0.01978671065621877,3.0,1.0,59877897.0,1.0,0.0003038025820699782,1.0,0.0075339971439477285,0.021439917782695838,2.0,2.0,59877897.0,1.0,0.00029135710821840864,1.0,0.007326108877372225,0.024692340254331417,2.0,2.0,59877898.0,1.0,0.0002916206584052606,1.0,0.007347224157177226,0.026035225816343897,2.0,2.0,59877898.0,1.0,5.0,0.0,1.0,3.4987225468352534e-05,France,4.0,2.4351972319758275e-05,poisson,59877902.0,2.0044619657434442e-06,2003-04-28,59877897.0,0.9999999993042726,18
0.0003108575089636196,1.0,0.007689483754519879,0.017752176241578675,3.0,1.0,59878534.0,1.0,0.00030770190659430263,1.0,0.007633283178295692,0.01978671065621877,3.0,2.0,59878534.0,1.0,0.0003038025820699782,1.0,0.0075339971439477285,0.021439917782695838,2.0,2.0,59878534.0,1.0,0.00029135710821840864,1.0,0.007326108877372225,0.024692340254331417,2.0,2.0,59878535.0,1.0,0.0002916206584052606,1.0,0.007347224157177226,0.026035225816343897,2.0,2.0,59878535.0,1.0,5.0,0.0,1.0,3.4987225468352534e-05,France,4.0,2.4351972319758275e-05,poisson,59878539.0,2.0044619657434442e-06,2003-04-29,59878534.0,0.9999999993042876,19
0.0003108575089636196,1.0,0.007689483754519879,0.017752176241578675,3.0,1.0,59879170.0,1.0,0.00030770190659430263,1.0,0.007633283178295692,0.01978671065621877,3.0,2.0,59879170.0,1.0,0.0003038025820699782,1.0,0.0075339971439477285,0.021439917782695838,2.0,2.0,59879170.0,1.0,0.00029135710821840864,1.0,0.007326108877372225,0.024692340254331417,2.0,2.0,59879171.0,1.0,0.0002916206584052606,1.0,0.007347224157177226,0.026035225816343897,1.0,2.0,59879171.0,1.0,5.0,0.0,1.0,3.4987225468352534e-05,France,4.0,2.4351972319758275e-05,poisson,59879175.0,2.0044619657434442e-06,2003-04-30,59879170.0,0.9999999993043024,20
0.0003108575089636196,1.0,0.007689483754519879,0.017752176241578675,3.0,2.0,59879807.0,1.0,0.00030770190659430263,1.0,0.007633283178295692,0.01978671065621877,3.0,2.0,59879807.0,1.0,0.0003038025820699782,1.0,0.0075339971439477285,0.021439917782695838,2.0,2.0,59879807.0,1.0,0.00029135710821840864,1.0,0.007326108877372225,0.024692340254331417,2.0,2.0,59879808.0,1.0,0.0002916206584052606,1.0,0.007347224157177226,0.026035225816343897,1.0,2.0,59879808.0,1.0,5.0,0.0,1.0,3.4987225468352534e-05,France,4.0,2.4351972319758275e-05,poisson,59879812.0,2.0044619657434442e-06,2003-05-01,59879807.0,0.999999999304317,21
0.0003108575089636196,1.0,0.007689483754519879,0.017752176241578675,3.0,2.0,59880444.0,1.0,0.00030770190659430263,1.0,0.007633283178295692,0.01978671065621877,3.0,2.0,59880444.0,1.0,0.0003038025820699782,1.0,0.0075339971439477285,0.021439917782695838,2.0,2.0,59880444.0,1.0,0.00029135710821840864,1.0,0.007326108877372225,0.024692340254331417,2.0,2.0,59880445.0,1.0,0.0002916206584052606,1.0,0.007347224157177226,0.026035225816343897,1.0,2.0,59880445.0,1.0,5.0,0.0,4.0,3.4987225468352534e-05,France,1.0,2.4351972319758275e-05,poisson,59880449.0,2.0044619657434442e-06,2003-05-02,59880444.0,0.9999999993043318,22
