report date,Total deaths,Confirmed cases,currently infected,time,population,random graph probability,susceptible,theta,alpha,gamma,country,R0,beta,delta,theta fitted,death fitted,susceptible fitted,infected fitted,graph type
2020-02-15,1523.0,49970.0,48447.0,25.0,1434626007.0,8.367278983236206e-08,1434576037.0,0.9999997098281592,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999999842118604,644.0,1434623288.0,2075.0,poisson
2020-02-16,1665.0,51090.0,49425.0,26.0,1434644731.0,8.367278983236206e-08,1434593641.0,0.999999703332036,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999999814005092,705.0,1434641528.0,2498.0,poisson
2020-02-17,1770.0,70548.0,68778.0,27.0,1434663455.0,8.367278983236206e-08,1434592907.0,0.999999590351788,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999999800264724,790.0,1434660015.0,2650.0,poisson
2020-02-18,1868.0,72436.0,70568.0,28.0,1434682179.0,8.367278983236206e-08,1434609743.0,0.9999995793995168,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999999785484274,878.0,1434678485.0,2817.0,poisson
2020-02-19,2004.0,74185.0,72181.0,29.0,1434700904.0,8.367278983236206e-08,1434626719.0,0.9999995692549094,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999999769582126,967.0,1434696936.0,3001.0,poisson
2020-02-20,2118.0,74576.0,72458.0,30.0,1434719629.0,8.367278983236206e-08,1434645053.0,0.9999995669958652,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999999752463458,1057.0,1434715366.0,3207.0,poisson
2020-02-21,2236.0,75465.0,73229.0,31.0,1434738354.0,8.367278983236206e-08,1434662889.0,0.9999995618454433,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999999734034829,1148.0,1434733773.0,3433.0,poisson
2020-02-22,2345.0,76288.0,73943.0,32.0,1434757079.0,8.367278983236206e-08,1434680791.0,0.9999995570784878,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999999714192144,1239.0,1434752156.0,3684.0,poisson
2020-02-23,2442.0,76936.0,74494.0,33.0,1434775805.0,8.367278983236206e-08,1434698869.0,0.999999553327815,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999999692821662,1332.0,1434770514.0,3959.0,poisson
2020-02-24,2592.0,77150.0,74558.0,34.0,1434794530.0,8.367278983236206e-08,1434717380.0,0.9999995520970396,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999999669796396,1424.0,1434788842.0,4264.0,poisson
2020-02-25,2663.0,77658.0,74995.0,35.0,1434813256.0,8.367278983236206e-08,1434735598.0,0.9999995491594772,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999999644987208,1517.0,1434807141.0,4598.0,poisson
2020-02-26,2715.0,78064.0,75349.0,36.0,1434831983.0,8.367278983236206e-08,1434753919.0,0.999999546814226,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999999618299036,1610.0,1434825408.0,4965.0,poisson
2020-02-27,2744.0,78497.0,75753.0,37.0,1434850709.0,8.367278983236206e-08,1434772212.0,0.9999995443123522,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999999589667682,1704.0,1434843640.0,5364.0,poisson
2020-02-28,2788.0,78824.0,76036.0,38.0,1434869436.0,8.367278983236206e-08,1434790612.0,0.999999542425957,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999999558878944,1799.0,1434861837.0,5801.0,poisson
2020-02-29,2835.0,79251.0,76416.0,39.0,1434888163.0,8.367278983236206e-08,1434808912.0,0.9999995399591582,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999999525849542,1893.0,1434879995.0,6275.0,poisson
2020-03-01,2870.0,79824.0,76954.0,40.0,1434906890.0,8.367278983236206e-08,1434827066.0,0.9999995366449766,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.999999949035751,1989.0,1434898110.0,6791.0,poisson
2020-03-02,2912.0,80026.0,77114.0,41.0,1434925618.0,8.367278983236206e-08,1434845592.0,0.9999995354845186,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999999452253286,2084.0,1434916181.0,7352.0,poisson
2020-03-03,2943.0,80151.0,77208.0,42.0,1434944346.0,8.367278983236206e-08,1434864195.0,0.9999995347710731,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999999411315724,2180.0,1434934204.0,7962.0,poisson
2020-03-04,2981.0,80270.0,77289.0,43.0,1434963074.0,8.367278983236206e-08,1434882804.0,0.999999534092491,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999999367363372,2276.0,1434952174.0,8624.0,poisson
2020-03-05,3012.0,80409.0,77397.0,44.0,1434981802.0,8.367278983236206e-08,1434901393.0,0.9999995332978592,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999999320166024,2372.0,1434970089.0,9342.0,poisson
2020-03-06,3042.0,80552.0,77510.0,45.0,1435000531.0,8.367278983236206e-08,1434919979.0,0.9999995324800536,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999999269489156,2468.0,1434987944.0,10119.0,poisson
2020-03-07,3070.0,80651.0,77581.0,46.0,1435019259.0,8.367278983236206e-08,1434938608.0,0.9999995319176641,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999999215056032,2564.0,1435005734.0,10961.0,poisson
2020-03-08,3097.0,80695.0,77598.0,47.0,1435037988.0,8.367278983236206e-08,1434957293.0,0.9999995316745144,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.999999915661702,2660.0,1435023456.0,11872.0,poisson
2020-03-09,3119.0,80735.0,77616.0,48.0,1435056718.0,8.367278983236206e-08,1434975983.0,0.9999995314545932,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999999093867384,2756.0,1435041104.0,12858.0,poisson
2020-03-10,3136.0,80754.0,77618.0,49.0,1435075447.0,8.367278983236206e-08,1434994693.0,0.9999995313565564,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999999026491352,2853.0,1435058672.0,13923.0,poisson
2020-03-11,3158.0,80778.0,77620.0,50.0,1435094177.0,8.367278983236206e-08,1435013399.0,0.9999995312295088,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.999999895415636,2949.0,1435076155.0,15073.0,poisson
2020-03-12,3169.0,80793.0,77624.0,51.0,1435112907.0,8.367278983236206e-08,1435032114.0,0.9999995311546968,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.999999887648915,3045.0,1435093546.0,16316.0,poisson
2020-03-13,3176.0,80801.0,77625.0,52.0,1435131637.0,8.367278983236206e-08,1435050836.0,0.9999995311205104,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999998793109436,3141.0,1435110838.0,17657.0,poisson
2020-03-14,3189.0,80824.0,77635.0,53.0,1435150367.0,8.367278983236206e-08,1435069543.0,0.9999995309992822,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.999999870359449,3238.0,1435128025.0,19104.0,poisson
2020-03-15,3199.0,80844.0,77645.0,54.0,1435169098.0,8.367278983236206e-08,1435088254.0,0.9999995308954694,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.999999860749011,3334.0,1435145099.0,20665.0,poisson
2020-03-16,3213.0,80844.0,77631.0,55.0,1435187829.0,8.367278983236206e-08,1435106985.0,0.9999995309077144,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999998504319286,3430.0,1435162052.0,22347.0,poisson
2020-03-17,3226.0,80865.0,77639.0,56.0,1435206560.0,8.367278983236206e-08,1435125695.0,0.9999995307981072,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999998393558674,3526.0,1435178873.0,24161.0,poisson
2020-03-18,3226.0,80820.0,77594.0,57.0,1435225292.0,8.367278983236206e-08,1435144472.0,0.9999995310714586,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999998274658336,3622.0,1435195555.0,26114.0,poisson
2020-03-19,3237.0,80841.0,77604.0,58.0,1435244023.0,8.367278983236206e-08,1435163182.0,0.9999995309618532,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999998147019932,3719.0,1435212085.0,28219.0,poisson
2020-03-20,3247.0,80892.0,77645.0,59.0,1435262755.0,8.367278983236206e-08,1435181863.0,0.9999995306781948,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999998010000816,3815.0,1435228455.0,30485.0,poisson
2020-03-21,3255.0,80972.0,77717.0,60.0,1435281487.0,8.367278983236206e-08,1435200515.0,0.9999995302262976,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999997862914204,3911.0,1435244651.0,32925.0,poisson
2020-03-22,3261.0,80992.0,77731.0,61.0,1435300220.0,8.367278983236206e-08,1435219228.0,0.9999995301225264,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999997705026638,4008.0,1435260661.0,35551.0,poisson
2020-03-23,3270.0,81026.0,77756.0,62.0,1435318953.0,8.367278983236206e-08,1435237927.0,0.9999995299375392,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999997535547543,4104.0,1435276472.0,38377.0,poisson
2020-03-24,3277.0,81121.0,77844.0,63.0,1435337685.0,8.367278983236206e-08,1435256564.0,0.9999995293986764,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999997353625872,4200.0,1435292067.0,41418.0,poisson
2020-03-25,3281.0,81173.0,77892.0,64.0,1435356419.0,8.367278983236206e-08,1435275246.0,0.9999995291092963,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999997158348679,4297.0,1435307434.0,44688.0,poisson
2020-03-26,3287.0,81225.0,77938.0,65.0,1435375152.0,8.367278983236206e-08,1435293927.0,0.9999995288199311,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999996948745222,4394.0,1435322552.0,48206.0,poisson
2020-03-27,3292.0,81259.0,77967.0,66.0,1435393886.0,8.367278983236206e-08,1435312627.0,0.9999995286349984,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999996723762626,4490.0,1435337406.0,51990.0,poisson
2020-03-28,3295.0,81332.0,78037.0,67.0,1435412620.0,8.367278983236206e-08,1435331288.0,0.9999995282238452,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999996482277956,4587.0,1435351976.0,56057.0,poisson
2020-03-29,3300.0,81365.0,78065.0,68.0,1435431354.0,8.367278983236206e-08,1435349989.0,0.9999995280447388,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999996223081206,4684.0,1435366240.0,60431.0,poisson
2020-03-30,3301.0,81421.0,78120.0,69.0,1435450088.0,8.367278983236206e-08,1435368667.0,0.9999995277322308,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999995944879716,4781.0,1435380176.0,65132.0,poisson
2020-03-31,3305.0,81468.0,78163.0,70.0,1435468823.0,8.367278983236206e-08,1435387355.0,0.9999995274719428,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999995645167208,4877.0,1435393742.0,70204.0,poisson
2020-04-01,3312.0,81496.0,78184.0,71.0,1435487557.0,8.367278983236206e-08,1435406061.0,0.9999995273218714,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999995323451611,4974.0,1435406927.0,75656.0,poisson
2020-04-02,3318.0,81542.0,78224.0,72.0,1435506293.0,8.367278983236206e-08,1435424751.0,0.9999995270674088,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.999999497810232,5071.0,1435419707.0,81515.0,poisson
2020-04-03,3322.0,81566.0,78244.0,73.0,1435525028.0,8.367278983236206e-08,1435443462.0,0.9999995269405562,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999994607408484,5168.0,1435432048.0,87812.0,poisson
2020-04-04,3326.0,81615.0,78289.0,74.0,1435543764.0,8.367278983236206e-08,1435462149.0,0.999999526668718,3.249203062849482e-05,1.9440642133217167e-05,China,38.95520604083942,0.0005958321762084964,0.0012396057128906226,0.9999994209497564,5265.0,1435443921.0,94578.0,poisson
2020-04-05,,,,,1435562499.0,,,,,,China,,,,0.9999993802269744,5382.239429113769,1435455631.6688108,101485.09175980338,poisson
2020-04-06,,,,,1435581235.0,,,,,,China,,,,0.9999993366398168,5508.04092863245,1435466849.258245,108877.70082637623,poisson
2020-04-07,,,,,1435599972.0,,,,,,China,,,,0.999999289986783,5643.0063485832225,1435477538.843852,116790.14979937366,poisson
2020-04-08,,,,,1435618708.0,,,,,,China,,,,0.9999992400521972,5787.780085483878,1435487661.203557,125259.01635750163,poisson
2020-04-09,,,,,1435637445.0,,,,,,China,,,,0.9999991866052106,5943.051877751696,1435497178.495941,134323.45218132462,poisson
2020-04-10,,,,,1435656182.0,,,,,,China,,,,0.9999991293987344,6109.5599964508565,1435506047.07727,144025.36273351818,poisson
2020-04-11,,,,,1435674920.0,,,,,,China,,,,0.9999990681682984,6288.094658896471,1435514222.303582,154409.60175915048,poisson
2020-04-12,,,,,1435693657.0,,,,,,China,,,,0.9999990026308266,6479.501683362279,1435521653.3207562,165524.17756044073,poisson
2020-04-13,,,,,1435712395.0,,,,,,China,,,,0.9999989324833309,6684.686399487725,1435528289.8373275,177420.47627303196,poisson
2020-04-14,,,,,1435731133.0,,,,,,China,,,,0.9999988574015096,6904.6178354595495,1435534074.8844907,190153.49767381206,poisson
2020-04-15,,,,,1435749871.0,,,,,,China,,,,0.9999987770382476,7140.333197502141,1435538948.55673,203782.1100724659,poisson
2020-04-16,,,,,1435768610.0,,,,,,China,,,,0.9999986910220148,7392.942665332876,1435542847.7350893,218369.32224536507,poisson
2020-04-17,,,,,1435787349.0,,,,,,China,,,,0.9999985989551464,7663.634524708284,1435545702.7920954,233982.57337986893,poisson
2020-04-18,,,,,1435806088.0,,,,,,China,,,,0.9999985004120076,7953.680659386819,1435547440.274084,250694.045256522,poisson
2020-04-19,,,,,1435824827.0,,,,,,China,,,,0.9999983949370259,8264.442430074463,1435547981.5625398,268580.99503010965,poisson
2020-04-20,,,,,1435843566.0,,,,,,China,,,,0.9999982820425876,8597.376965887635,1435547242.511419,287726.1116150545,poisson
2020-04-21,,,,,1435862306.0,,,,,,China,,,,0.9999981612067841,8954.043897593461,1435545134.05853,308217.89757255267,poisson
2020-04-22,,,,,1435881046.0,,,,,,China,,,,0.999998031871002,9336.112564239536,1435541558.811589,330151.07584675786,poisson
2020-04-23,,,,,1435899786.0,,,,,,China,,,,0.999997893437344,9745.36972397616,1435536413.6026318,353627.0276442165,poisson
2020-04-24,,,,,1435918527.0,,,,,,China,,,,0.9999977452658676,10183.72780767646,1435529589.0125,378754.25969227584,poisson
2020-04-25,,,,,1435937268.0,,,,,,China,,,,0.9999975866716316,10653.233751772663,1435520965.8636973,405648.90255093685,poisson
2020-04-26,,,,,1435956008.0,,,,,,China,,,,0.9999974169215328,11156.078448802617,1435510416.6753983,434435.2461528476,poisson
2020-04-27,,,,,1435974750.0,,,,,,China,,,,0.9999972352309257,11694.606861814731,1435497809.0786655,465246.3144726904,poisson
2020-04-28,,,,,1435993491.0,,,,,,China,,,,0.9999970407599986,12271.328851136386,1435482995.1997614,498224.4713877114,poisson
2020-04-29,,,,,1436012233.0,,,,,,China,,,,0.9999968326099036,12888.930752170503,1435465821.9871051,533522.0821429368,poisson
2020-04-30,,,,,1436030975.0,,,,,,China,,,,0.9999966098186072,13550.287773148188,1435446122.5037293,571302.2084975084,poisson
2020-05-01,,,,,1436049717.0,,,,,,China,,,,0.9999963713564582,14258.477254588728,1435423719.1624305,611739.360315125,poisson
2020-05-02,,,,,1436068459.0,,,,,,China,,,,0.9999961161214392,15016.792860435413,1435398421.9110622,655020.296077324,poisson
2020-05-03,,,,,1436087202.0,,,,,,China,,,,0.9999958429340892,15828.759761512169,1435370028.3595555,701344.8806827666,poisson
2020-05-04,,,,,1436105945.0,,,,,,China,,,,0.9999955505320699,16698.15088231312,1435338319.8501859,750926.9989318156,poisson
2020-05-05,,,,,1436124688.0,,,,,,China,,,,0.9999952375643538,17629.004280152807,1435303063.4576144,803995.5381054253,poisson
2020-05-06,,,,,1436143432.0,,,,,,China,,,,0.9999949025850028,18625.64174232686,1435264010.9221404,860795.4361170748,poisson
2020-05-07,,,,,1436162175.0,,,,,,China,,,,0.9999945440465156,19692.688682567757,1435220893.5143287,921588.796988714,poisson
2020-05-08,,,,,1436180919.0,,,,,,China,,,,0.9999941602927104,20835.095420250967,1435173427.8075266,986656.0970531604,poisson
2020-05-09,,,,,1436199663.0,,,,,,China,,,,0.9999937495511094,22058.15995481643,1435121307.3832064,1056297.4568388162,poisson
2020-05-10,,,,,1436218408.0,,,,,,China,,,,0.9999933099247936,23367.552316825662,1435064206.4314234,1130834.0162597487,poisson
2020-05-11,,,,,1436237152.0,,,,,,China,,,,0.9999928393836908,24769.34062371229,1435001773.2693355,1210609.3900405408,poisson
2020-05-12,,,,,1436255897.0,,,,,,China,,,,0.9999923357552574,26270.018939685586,1434933635.7388813,1295991.242178965,poisson
2020-05-13,,,,,1436274642.0,,,,,,China,,,,0.99999179671451,27876.537087346842,1434859392.5175035,1387372.945408915,poisson
2020-05-14,,,,,1436293388.0,,,,,,China,,,,0.9999912197733676,29596.332516385624,1434778616.292769,1485175.374714659,poisson
2020-05-15,,,,,1436312133.0,,,,,,China,,,,0.999990602269252,31437.364395526387,1434690846.8310509,1589848.8045533625,poisson
2020-05-16,,,,,1436330879.0,,,,,,China,,,,0.9999899413528998,33408.15005628306,1434595595.8897743,1701874.9601691558,poisson
2020-05-17,,,,,1436349625.0,,,,,,China,,,,0.999989233975326,35517.80397953425,1434492338.017526,1821769.1784943158,poisson
2020-05-18,,,,,1436368372.0,,,,,,China,,,,0.9999884768738926,37776.07946076386,1434380513.1783664,1950082.742172813,poisson
2020-05-19,,,,,1436387118.0,,,,,,China,,,,0.9999876665574072,40193.41316857069,1434259519.239909,2087405.3469224959,poisson
2020-05-20,,,,,1436405865.0,,,,,,China,,,,0.9999867992902012,42780.972761734236,1434128716.2594545,2234367.767783777,poisson
2020-05-21,,,,,1436424612.0,,,,,,China,,,,0.9999858710751032,45550.70781137769,1433987416.6270294,2391644.665158965,poisson
2020-05-22,,,,,1436443360.0,,,,,,China,,,,0.9999848776352492,48515.40420151311,1433834886.981825,2559957.613973373,poisson
2020-05-23,,,,,1436462107.0,,,,,,China,,,,0.9999838143946362,51688.742284552354,1433670339.9552572,2740078.3024582705,poisson
2020-05-24,,,,,1436480855.0,,,,,,China,,,,0.9999826764573512,55085.35900204726,1433492937.6546006,2932831.9863975714,poisson
2020-05-25,,,,,1436499603.0,,,,,,China,,,,0.9999814585853708,58720.91428733405,1433301780.9655294,3139101.1201829864,poisson
2020-05-26,,,,,1436518351.0,,,,,,China,,,,0.9999801551748522,62612.16196925424,1433095909.5697956,3359829.268234899,poisson
2020-05-27,,,,,1436537100.0,,,,,,China,,,,0.9999787602308062,66777.02552449534,1432874297.715423,3596025.2590523977,poisson
2020-05-28,,,,,1436555849.0,,,,,,China,,,,0.9999772673400495,71234.67897931568,1432635846.7272866,3848767.593734107,poisson
2020-05-29,,,,,1436574598.0,,,,,,China,,,,0.9999756696423264,76005.63327609678,1432379383.1976545,4119209.1690694173,poisson
2020-05-30,,,,,1436593347.0,,,,,,China,,,,0.9999739597994778,81111.82849466668,1432103652.8857968,4408582.2857085485,poisson
2020-05-31,,,,,1436612097.0,,,,,,China,,,,0.9999721299625316,86576.73228177939,1431807316.2799795,4718203.987738754,poisson
2020-06-01,,,,,1436630847.0,,,,,,China,,,,0.999970171736586,92425.44489956368,1431488939.840346,5049481.714754577,poisson
2020-06-02,,,,,1436649597.0,,,,,,China,,,,0.9999680761433424,98684.81128031015,1431146992.8412256,5403919.347494067,poisson
2020-06-03,,,,,1436668347.0,,,,,,China,,,,0.9999658335811406,105383.54057546398,1430779839.853857,5783123.605567495,poisson
2020-06-04,,,,,1436687097.0,,,,,,China,,,,0.9999634337823414,112552.33363527806,1430385733.820299,6188810.84606605,poisson
2020-06-05,,,,,1436705848.0,,,,,,China,,,,0.999960865767891,120224.018916061,1429962809.694278,6622814.286805937,poisson
2020-06-06,,,,,1436724599.0,,,,,,China,,,,0.999958117798896,128433.69734139928,1429509073.6737444,7087091.628914399,poisson
2020-06-07,,,,,1436743350.0,,,,,,China,,,,0.9999551773250348,137218.89661238086,1429022397.9164875,7583733.1868999265,poisson
2020-06-08,,,,,1436762102.0,,,,,,China,,,,0.9999520309296048,146619.73559590025,1428500511.7911012,8114970.473302882,poisson
2020-06-09,,,,,1436780854.0,,,,,,China,,,,0.999948664271016,156679.09935454518,1427940989.6568918,8683185.243753633,poisson
2020-06-10,,,,,1436799606.0,,,,,,China,,,,0.999945062020528,167442.82538878973,1427341244.0531225,9290919.121488927,poisson
2020-06-11,,,,,1436818358.0,,,,,,China,,,,0.9999412077960096,178959.90180979212,1426698514.3813028,9940883.716887372,poisson
2020-06-12,,,,,1436837110.0,,,,,,China,,,,0.9999370840914996,191282.67805642707,1426009856.0116422,10635971.310301356,poisson
2020-06-13,,,,,1436855863.0,,,,,,China,,,,0.9999326722023476,204467.08885481735,1425272129.7896311,11379266.121514292,poisson
2020-06-14,,,,,1436874616.0,,,,,,China,,,,0.999927952145686,218572.89214754922,1424481987.0047965,12174056.103056185,poisson
2020-06-15,,,,,1436893369.0,,,,,,China,,,,0.9999229025760076,233663.92164194863,1423635859.6580508,13023845.420307275,poisson
2020-06-16,,,,,1436912123.0,,,,,,China,,,,0.9999175006955862,249808.3548287659,1422729947.1422956,13932367.502875395,poisson
2020-06-17,,,,,1436930876.0,,,,,,China,,,,0.9999117221594868,267078.9971794219,1421760198.3752258,14903598.627594795,poisson
2020-06-18,,,,,1436949630.0,,,,,,China,,,,0.9999055409749392,285553.58318081725,1420722304.0872898,15941772.329529373,poisson
2020-06-19,,,,,1436968384.0,,,,,,China,,,,0.9998989293947668,305315.0952341035,1419611674.7498715,17051394.154894404,poisson
2020-06-20,,,,,1436987139.0,,,,,,China,,,,0.9998918578046788,326452.1008412604,1418423429.6405096,18237257.25864937,poisson
2020-06-21,,,,,1437005894.0,,,,,,China,,,,0.9998842946041234,349059.1091265381,1417152376.4971747,19504458.39369872,poisson
2020-06-22,,,,,1437024648.0,,,,,,China,,,,0.9998762060805,373236.94717820454,1415792996.459133,20858414.593689125,poisson
2020-06-23,,,,,1437043404.0,,,,,,China,,,,0.9998675562764704,399093.15707038273,1414339430.3750992,22304880.467830434,poisson
2020-06-24,,,,,1437062159.0,,,,,,China,,,,0.9998583068501344,426742.4143236478,1412785451.024647,23849965.56102936,poisson
2020-06-25,,,,,1437080915.0,,,,,,China,,,,0.999848416927956,456306.96788534435,1411124455.2828865,25500152.74922815,poisson
2020-06-26,,,,,1437099671.0,,,,,,China,,,,0.9998378429501388,487917.10291287117,1409349437.4872437,27262316.409843717,poisson
2020-06-27,,,,,1437118427.0,,,,,,China,,,,0.9998265385084291,521711.62608114525,1407452974.1599662,29143741.213952623,poisson
2020-06-28,,,,,1437137183.0,,,,,,China,,,,0.9998144541761624,557838.3741849668,1405427203.723419,31152140.902396087,poisson
2020-06-29,,,,,1437155940.0,,,,,,China,,,,0.9998015373305316,596454.7460163506,1403263808.1105485,33295677.143435154,poisson
2020-06-30,,,,,1437174697.0,,,,,,China,,,,0.9997877319670564,637728.2576179146,1400953990.6873915,35582978.05499057,poisson
2020-07-01,,,,,1437193454.0,,,,,,China,,,,0.9997729785063608,681837.1204965425,1398488460.2384949,38023156.64100835,poisson
2020-07-02,,,,,1437212211.0,,,,,,China,,,,0.9997572135933438,728970.8426908716,1395857411.6582458,40625828.49906333,poisson
2020-07-03,,,,,1437230969.0,,,,,,China,,,,0.9997403698890149,779330.8517892251,1393050509.336657,43401128.81155373,poisson
2020-07-04,,,,,1437249727.0,,,,,,China,,,,0.9997223758553128,833131.1390099289,1390056867.8666058,46359727.99438431,poisson
2020-07-05,,,,,1437268485.0,,,,,,China,,,,0.9997031555334116,890598.922679823,1386865039.8368196,49512846.24050053,poisson
2020-07-06,,,,,1437287243.0,,,,,,China,,,,0.9996826283160516,951975.3297410223,1383463001.6412795,52872266.02897928,poisson
2020-07-07,,,,,1437306002.0,,,,,,China,,,,0.9996607087146824,1017516.092764018,1379838143.3864794,56450342.52075637,poisson
2020-07-08,,,,,1437324761.0,,,,,,China,,,,0.9996373061223354,1087492.25984738,1375977257.8102806,60260010.929872304,poisson
2020-07-09,,,,,1437343520.0,,,,,,China,,,,0.9996123245734012,1162190.9136549009,1371866538.0055394,64314791.08080568,poisson
2020-07-10,,,,,1437362279.0,,,,,,China,,,,0.9995856625015858,1241915.896102035,1367491575.2555807,68628787.8483173,poisson
2020-07-11,,,,,1437381039.0,,,,,,China,,,,0.99955721249768,1326988.5335875677,1362837363.180223,73216687.28618944,poisson
2020-07-12,,,,,1437399798.0,,,,,,China,,,,0.9995268610689764,1417748.357426454,1357888302.5709062,78093747.07166739,poisson
2020-07-13,,,,,1437418558.0,,,,,,China,,,,0.9994944884025728,1514553.8124375285,1352628222.078428,83275782.10913444,poisson
2020-07-14,,,,,1437437319.0,,,,,,China,,,,0.9994599681348142,1617782.947685446,1347040393.961292,88779142.09102252,poisson
2020-07-15,,,,,1437456079.0,,,,,,China,,,,0.9994231671299194,1727834.079407006,1341107562.9706285,94620681.94996472,poisson
2020-07-16,,,,,1437474840.0,,,,,,China,,,,0.9993839452708586,1845126.417309789,1334811988.9727714,100817724.60991904,poisson
